"id","city","name","geo_hash","latitude","longitude"
"lTzvOg1fqCXqvnYY3dEBmgV0J3nyvLZO","wellington","Pak 'n Save Petrol Kilbirnie","rbskcw4","-41.3183466","174.7964841"
"lUJRXKLglcNtgK1bUzSYS5nOqR75SUpa","christchurch","Z Russley","rb68qj","-43.520158436033","172.53450680485"
"lZTiWxiqdAAkcZT5QIAMOe5lz3e0Wppw","christchurch","Z Shirley","rb6b3p","-43.507313","172.662733"
"lkhdWc8OJbrRAvc4ZSdPpziujCnSTysq","auckland","Caltex West Coast Road","rcknn1","-36.908331227054","174.64637295177"
"lmVlLQROCjQo5aFdeIpZgWYIfDHZ4blh","auckland","Mobil Mt Wellington","rckq49","-36.9080649833","174.838789648"
"lmWddHDkn6YPlt7hEFBZO0nqcOFcPzV0","christchurch","Mobil Madras St","rb6b2dd","-43.5356621845","172.642336178"
"lyuhleaJsZJyNiTfys118INAeknNgqsq","hamilton","Caltex Hillcrest","rck8vw9","-37.8008304793","175.321475044"
"lzkKQuoNa0S3px4wnXcPYPHgMJU8wSOc","auckland","Caltex Birkdale","rcknxq","-36.7881102947","174.699060499"
"m0M8zHHvAfnHSayAh5ajnWaTKOIgEUfI","auckland","Mobil Titirangi","rcknnb","-36.9123137807","174.675400352"
"m87gtJsE5gQIEf4XGWP7oHIHdOtb8VKN","christchurch","McKeown Waimak Junction","rb6c0x","-43.376218","172.650135"
"mCgYZiBCCtwDN6KB8VTT64Q1FEonPraD","wellington","Mobil Porirua","rbsmfw","-41.1399222036","174.842066769"
"mH2cURf4l4QazlutMkfEFJoqk3COqEsP","auckland","Z Triangle","rckq1em","-36.8949154","174.8001558"
"mKSojcMrfeloW1nskuVsyqTdYwPEJ3X7","auckland","BP Connect Dairy Flat","rckpq","-36.660043","174.666999"
"mlDxrpv36FPO71RcrqDOkXf3R25bKNi1","auckland","Z Kepa Rd","rckq61","-36.8613379","174.8231172"
"mq2dk3utcONOQ5qqInjBsANJdFMOrabu","hamilton","BP Connect Whitiora","rck9h6x","-37.7790801019","175.274870534"
"mvhD7HYka0tHfBvz6faHGYOTNWQLtbtq","auckland","Mobil Red Beach","rckpx","-36.6069915032","174.698397053"
"n1Sxq87V7RAJCifj0PfuSLUNVrowImRZ","hamilton","Caltex Pat Prescott Motors","rchwd","-38.1890076902","175.209868337"
"n7ZojzqOiLw5QMLVQipB0ICvCJ4drilu","auckland","Mobil Kenlock Motors","rcknj8","-36.9114907","174.6214205"
"nGCVQWRIyUimHmKEi6EODKKrJhXNjR24","christchurch","Z Sawyers Arms","rb68wy","-43.47072","172.569771"
"nNUFKKIDUTbfwvOHczwGWK5wG8P6iO4y","auckland","Mobil Sunnybrae","rckq8qr",,
"nOAa08AbUSev4qgmIrfzvS0mtMKicgZw",,,,"-37.760923227709","175.7516507271"
"nRTxRpXa4SiQJ8TbSFTF41O34i8Qjpng","auckland","Pak 'n Save Botany","rckmum0","-36.9303","174.9138"
"nyrw63zHOaiXzuXMFzNfhG8LRiIrKYGm","auckland","GAS Mt Eden","rckq2b","-36.8675413062","174.761562902"
"oBV67Hpoo01RROowRLCf3jcDE5Miuue0","christchurch","GAS Hornby","rb68mfn","-43.538586","172.527806"
"oDpYmNkqsaSHPy1zMmyGTPOcYfO1EDoX","hamilton","BP 2go Morrinsville","rckcf2f",,
"oFnmZwwh2UFeNsZ6TChFCWJpsXCG5ORO","auckland","Mobil Mt Richmond","rckmft","-36.9304999754","174.842789616"
"oIhukyWHkPXdA8Vpckq6ABJhbF4MtDPz","hamilton","Z Stadium","rck9h6k","-37.7805196","175.2713967"
"oQeUL02GkxMBMoCCrZR7SkHoWVD6GTRg","christchurch","Challenge Tai Tapu Service Station","rb4xw","-43.662924","172.54838"
"oTJRjTnSELqzlfVg1GyRCpuh344lvlKS","wellington","BP Connect Paraparaumu","rbsrnrk","-40.915860064","175.006937679"
"oZXeyzhmSSht5Cq8jEHVEnTbMUaPKrg7","wellington","Caltex Upper Hutt","rbsqp97","-41.1251907","175.0607872"
"oeGuGHm75OLanMj8UBm1M2EIqFqyloFp","christchurch","Allied Doyleston","rb4x1","-43.747915","172.327571"
"ofVtayxucDGJk7Va71JOGNRF3KFXcwjZ","auckland","Challenge Swanson","rcknk8","-36.866092","174.578499"
"oirMPYK7JtJ5SRNovvEvxPOZJO42ozS5","christchurch","NPD Brougham Street","rb6b28","-43.546530189418","172.64522633863"
"on7WpwLxZLkPesg7VbFwdNqHSl7fTsND","christchurch","Caltex Avonhead","rb68qw","-43.5114667665","172.555839077"
"opKbHTPzoScy2KquhjQroQzIKQ3HGBKC","christchurch","Challenge Southshore","rb6b6s","-43.5232002621","172.73198816"
"pCNEpsPjyfhSEdQnCHOIClYZ2tDVP2aF","wellington","Z Tawa","rbsmdq",,
"pGPh5e0NSi7TBraK8NoEyclAtGorEWix","auckland","Z Papakura North","rckmhx","-37.050637","174.929924"
"pQggRhXeqCtFwT4WzZRJ7LtgS3ep8fUJ","wellington","BP Connect Roadmaster","rbsm15","-41.2905625824","174.780251286"
"qAGQVwi6uXsEQpw12XVBxTIzrIUQWp1y","christchurch","BP Connect Dallington","rb6b3k","-43.525318","172.673307"
"qFWGUQ6Namx5Hx11aAfcuReRcFh1pdge","auckland","Caltex Clark Street","rcknp0e","-36.910007","174.687162"
"qKG0Tm8qL0yV8yge1POY6hlATzwGYEah","auckland","U-GO Waikaraka","rckmct9","-36.9266491","174.7945795"
"qn3ycB0TtCqMlZNpDApPeZUhWuq38GHE","hamilton","Mobil Lake Road","rck9h1p","-37.78632625","175.2646565"
"qpF1FyH3H43immHzcNY7c7mDAGlfhMMq","auckland","Mobil Royal Heights","rcknmw","-36.8327673615","174.622005466"
"qyHhwGROZQE2NtlpSfsb6CzPkoT0GoKj","christchurch","NPD Yaldhurst","rb68mv","-43.518471","172.527171"
"r213xd527BsBYEzf7uvcxjkSgIi0scIh","christchurch","Caltex Blenheim Road","rb68rd","-43.537472","172.597636"
"r6iDGN4YaV12OnFCcY66ulpO1bJuVOGV","hamilton","K & L St. Andrews","rck9hn","-37.756403101661","175.25948059973"
"rEHlhSZMpxL8Wrt47QFrllsG6Ghpl5zm","christchurch","Mobil Kaiapoi","rb6c0v","-43.3891104","172.6543074"
"rVM5xAkkPJgcLcvnOZa4ywySGz0HSJuA","christchurch","Z Barrington","rb6b0n","-43.5572986","172.6185711"
"rVaST3BgeYOZJWZfRMTc8sGlUfXHUPKG","wellington","GAS Ngaio","rbsm34","-41.2484961255","174.774579566"
"rVkAZiVDEpRz4QsTMcCOOTDQJxhTtgk0","auckland","NPD Swanson Road","rcknm8","-36.869567179713","174.61767983694"
"rmldihYuEzgzkZUzaSjsg2un7Je7xoGa","christchurch","Challenge Lincoln","rb4xs","-43.641410106668","172.47495397925"
"rxTXpZDL3EH5lMYTZzusgOEEZ8vzRdeX","hamilton","Gull Te Rapa","rck95xp","-37.753508","175.242085"
"rxThHmcMa2kWkyrCgw0NTd8KfFy1Ud5g","auckland","NPD Self Serve Manurewa","rckmk4c","-37.030265424972","174.9046343676"
"sABiRUgQcijvaIvcGkicyrif1qy55fh5","christchurch","Challenge Blighs Road","rb68x8","-43.5048091141","172.601541694"
"sAFBkt6heFN8NyAnnmVx0sAuSM0s5c5X","wellington","Pak 'n Save Kapiti","rbsrnr0","-40.917734","175.002309"
"sN7Ztd20Pt57V4PTzhxJXhgHIRWG4xkM","auckland","Z Pakuranga","rckq5fq","-36.9005755269","174.899613591"
"sOZpSwswRJ8tR4kUfbdiH4dHQu71ivwt",,,,"-38.187691282087","175.21487763998"
"sbhdZoEwbU67VENh8g8Fv2FuGcCCmXPn","hamilton","Gull Melville","rck8us","-37.8118577617","175.282529579"
"sdbMOwbQQ20shvdnqoCMAzVIYexGQP1g","auckland","Caltex Browns Bay","rckr07","-36.71905","174.74307"
"slwTLJt3RzrfDE58OV0VvSryJHHgvWCD","auckland","Pak 'n Save Mangere","rckm9w","-36.96814","174.798108"
"t3BjMXUjGluFp2H4oEQdboXq1VGvs17w","christchurch","McKeown Ron Guthrey Road","rb68w3","-43.499182463582","172.54330838361"
"t6mKYb7XKTAULuB6E7o6kA7TS6BAQTMp","auckland","Waitomo Mangere","rckm9k","-36.97565","174.784185"
"tIQAAq5O2XMoPCIpZUe2A62IuL4Vpos6","wellington","Pak 'n Save Petrol Upper Hutt","rbsqp9x","-41.12322","175.066006"
"tKlHEF5mGJPsXY1kj7laEdEXprJxWYDB","hamilton","Te Kauwhata Auto Services","rcke1","-37.403111","175.145022"
"tP0tFnRE6GliYtqbTinXXhkHyzgl5FUc","auckland","Mobil Puhinui","rckmdc",,
"tRYyKDKv13urngPlDHewJnovoj26E2RF","auckland","GAS Church St ","rckmcw","-36.9216609696","174.800642508"
"tcowC02uEqGlNOsQBy7B2PTuhkd3KiOi","wellington","BP Connect Tawa","rbsmf0","-41.1758054708","174.825005319"
"tzGsAwxg5m84oxeRIxH8a6pqxbWjBEJP","christchurch","BP 2go West Melton","rb686","-43.524064","172.369376"
"tzg2DCfcAy41FaQn3wihqha0ejO8rkWu","wellington","Mobil Kapiti","rbsrnrs","-40.9152822416","175.007710554"
"u0JxRzknt4Acs016GbpMdU8oOEcY2OAm",,,,"-37.883494","175.762251"
"u1pSu1CTSTReozETi4MoB5tgyCEj50mJ","hamilton","Mobil Avalon Drive","rck95g","-37.7749736145","175.244578436"
"uOtlZaOJMe3g6SJYqcoyLG7TFRu1NTQw","auckland","Z Mt Albert","rcknpy",,
"uRbtJqSPgIQ8Yi36KUJIBgisvL4UzlWu","wellington","BP 2go Berhampore","rbskcj","-41.3198664106","174.775514006"
"usnr1luwIxzxd6wgbFqtxCXFVMx7YXoW","christchurch","Z Bryndwr","rb68rz","-43.5105609","172.6076652"
"uwIbEk0tZL4BLfbclypHBt1WB3y3HkjB","wellington","Challenge Sunshine Bay","rbsmh","-41.2758393418","174.904797077"
"vCkBUF4uSpWBoQacClZVWHghxpfjysOf","christchurch","Challenge Halswell","rb68nf","-43.5825264911","172.56912548"
"vDG54fCUmJ02v2Um4Nzp3ijE6gCl6FMe","hamilton","Caltex Avalon","rck95e","-37.7724184869","175.241632314"
"vJ1C7LyNK6AJuR1xiE1weUl8K5L5g10e","christchurch","Mobil Bealey Ave","rb6b2t",,
"vJw47fT4HEScwovs5Oe1A6zzRiPXVqnL","christchurch","Z Belfast","rb6bb","-43.4516756","172.6277715"
"vLIsgnRzOOf2w1r8UFnpXE5ElUqXaDjA","auckland","BP Mt Roskill","rckmbx","-36.914092","174.754225"
"vMa2WIkRqXm0usTpfSRYYqkJOtwza1pK","auckland","Caltex Albany","rckpp9","-36.732776","174.709195"
"vQho4AeQ2PEuvWo02jCcrAS6TJ71Xr1y","auckland","Caltex Elliott Street","rckmhu","-37.0650575437","174.936535728"
"vS6uidkB1clA6E833kIxGILEWtHscNa7","auckland","Mobil Orams Road","rckm7w","-37.0087072","174.8903647"
"vhoq8HkHC2nzfamEQZmiVKYns8EX6HNz","auckland","Gull Massey Road","rckmdrv",,
"viABI11H63XfWFIuDbHst4xj0REbY5WB","auckland","Caltex Monument","rckmf9","-36.948835","174.84506"
"vlQNRMae2dvZVX8yoKg6hKPKcn2iVVX4","christchurch","Challenge Milton Street","rb6b0p","-43.5536842734","172.627145817"
"voSbWzZv2kxZrN2tIybXxIEHi8R7f3m0","christchurch","Z Rolleston","rb68483","-43.5915408","172.3776114"
"vowl4LH5usSUmvMWAdgV3dTH8alVeepz","hamilton","GAS Te Awamutu","rchxv8f","-38.008301","175.323287"
"vyUnUEzcET1uRpRRkStc0Q4GXYoJb32D","wellington","Waitomo Tawa","rbsmdn","-41.1825606","174.8241539"
"w2mSvGMlU4aBwhB6iOH6egJScnZTrzzK","auckland","Z Green Bay","rckjyu","-36.9312097","174.6775102"
"w3pUvBYusK6L8L0PgPQhwNQBcD1pnQD2","auckland","BP Connect Larnoch","rcknm3","-36.8638549858","174.614757966"
"w5CAsFXwZHAs0tOkhcrhG8gQ71TwhPmd",,,,"-36.872797","174.669868"
"w7iNHvPN1hLtjOcZFIycma8fwx1mxFs5","christchurch","Mobil Rolleston","rb6842","-43.58924","172.37283"
"w80YHrAdUUSjJr3BdzwWTLh7Owa0KrPQ","auckland","Mobil Ormiston Road","rckmezj","-36.962966","174.899504"
"wHuvvoUNMbRz1YqFsuH5D7rs5BkBt12G","hamilton","Waitomo Ruakura","rck9jf","-37.7791065","175.3326147"
"wJA7wCWMTNnNNwXOgOE5TBXAZtpjqbmJ","christchurch","Z Hornby","rb68mfp","-43.5383369497","172.52829638"
"wUSdLJuTIn6jraAjvS7776aymNnbb6KC","hamilton","NPD Te Rapa","rck972z","-37.7447517","175.2310393"
"wXHbpXrg1IyEcrpTgzUVIcbOx1UWbw8h","hamilton","Caltex Morrinsville","rckcf2c","-37.656721","175.531167"
"wa2JUj0WCdctxLtej1FsYcE471KAsnss","auckland","BP Connect Ormiston","rckmsq","-36.966145","174.914886"
"wcOlFz48zhOvFjmpe7dum363uZnw4qik","auckland","GAS Swanson","rcknkb","-36.8654904207","174.585762459"
"wsAfhEspEJauetrnaN3tgxY66iyXCO5F","hamilton","Z Te Awamutu","rchxtxe","-38.0149795","175.3246551"
"wsGhKeRUSWkzCyGk5iTqXVzq4up8jKJh","wellington","Waitomo Upper Hutt","rbsw04","-41.1189365","175.0850268"
"xCOOVAEpi2D3G7ALSxnKuXqjiRCJ1BXm","auckland","Caltex Papatoetoe","rckme7","-36.9811","174.87658"
"xRqzz0r0jVpyD63WSFjhpZoGglWhHuf6","wellington","Allied Pirinoa","rbssf","-41.352506","175.205555"
"xfantB8SrbmKmqnnq2yxafNESdGjNqFr","christchurch","NPD Lincoln Road","rb68px","-43.5507601514","172.599603306"
"xhVvZRXXk012zIKrhRjKK3t0tkYz7wMe","christchurch","Gull Blenheim Road","rb68q9","-43.538952915103","172.56212829383"
"xjyd5GPOXG8bcLRm8sbIgWKujCK7bGV1","auckland","BP 2go Onewa Road","rckq86u","-36.810984","174.74402"
"xogZKCkFU45Z3LP8cgOqXIUAGHL4jzHq","auckland","Caltex Abbotts Way","rckq4h","-36.887555698575","174.81871611533"
"xpLFKKRmomoALptDjSzmMJ35moXrRqYg","christchurch","Allied Little River","rb4zh","-43.759471","172.811842"
"xquOs7MUcEhrho5qWUV3BcjIv0d7cXHa","christchurch","Z Moorhouse","rb6b21e","-43.5402008168","172.622150812"
"xvryGZGhH1zVlsrNM3GueIM6HZSEbDD0","auckland","BP Connect Albany Highway","rcknzq","-36.744942","174.693638"
"y3WHYyTOVqlLUX1Dxp0tI5slH8Q8CGcE","auckland","Mobil Otara","rckmerh","-36.962188","174.87555"
"yFbw6a04hAYbkqeARtEjCjUPvINUJPaI",,,,"-36.890843857283","174.77474962378"
"yHB3TgCPmFkJObvVryJuT8f4KuFEaAC0",,,,"-37.781186","175.250608"
"yRS5NFpFb0emfSDYOKaYuq1h8BXgdWbZ","auckland","Pak 'n Save Mt Albert","rcknpe","-36.8936657","174.7057743"
"yUJuCjwJ4s6Ei08bB4sastD36QUDlB7y","christchurch","NPD Moorhouse Ave","rb6b29c","-43.5401","172.641709"
"ycIVbyVRVlUnKivH8Be2ssh2OYYhVUqm","christchurch","Mobil Papanui","rb68xcc","-43.4956264114","172.608199193"
"ycUxHu8jEaM8VeQurSWi5vxv0iDkdtbw","christchurch","Z Brougham St","rb6b2bm","-43.5477291","172.6575913"
"ydJA4DmrnNXZAO0Jl1B1dvBgjPpYHlaO","auckland","BP Connect Fanshawe Street","rckq2s","-36.8459004257","174.758993086"
"yddFJbmkwlmLlnnd1GkleYVPSAZerkYr","auckland","Z Harris Rd","rckmgvh","-36.9298546592","174.897162749"
"ypgDmrrcRPIsrK3XYHBGFjoRtiHqssGN","auckland","BP 2go Whitford","rckmv6","-36.945517","174.964733"
"yssquunbFn0oY32z4bopAgZ803Qqav8L","christchurch","NPD Wigram","rb68q8","-43.546728","172.561621"
"z0YMDyqnsJi8Ji3sspfFC4swt5wrVNHc","auckland","Pak 'n Save Westgate","rcknt2b","-36.821114","174.6063639"
"z2cpwJ0GW8KvC3GPw8OOF2jBytaQjgWk",,,,"-43.544054865259","172.5678834312"
"z71zYdtlEfBqgaxWMpjWgp3LB75f3nrJ","auckland","Gull Bader Drive","rckm9v","-36.969227","174.803983"
"zF2iOzvuo5gsj6NtBRf3CW5RgcUtLsJi","wellington","Waitomo Johnsonville","rbsm9","-41.218253","174.807252"
"zHx5n7aUE8Ci0mDkOJ2JnIHvQp8hLWQV","christchurch","Mobil St Martins Garage","rb6b0v","-43.5631508267","172.657680754"
"zKnbx4IDQMcfWvsMDiClEUHVqLErtT3J","hamilton","GAS Patetonga","rckg0","-37.399392","175.46754"
"zLnjip7a23cbmdzppACkiyEdjyJwuxDF","auckland","Gull Saleyards Road","rckmf6",,
"zepDL3O8AA3XFk3RuOEpW7J8PeYGx2Wh","wellington","BP 2go Newlands","rbsm6n","-41.2297125959","174.817368716"
"zgSZQlX0aJyEhYQJhKs27iS51SdJ08OM","auckland","Caltex Western Springs","rckq20","-36.8679343414","174.728187724"
"zubb6MUNqIRuCilC3oRpybOOqK0jodJ3","christchurch","Caltex Rangiora","rb69xk","-43.3040976376","172.5898151"
"zzJmk1RaMFy5PE0XDNMzJMb0dMQUrSVK","auckland","Z Sandringham","rckq0m","-36.884932","174.738956"
